Date,1100500,simulated_1030
2017-07-21T00:00:00,1.86,0.382
2017-07-22T00:00:00,1.86,0.443
2017-07-23T00:00:00,1.54,0.482
2017-07-24T00:00:00,1.57,0.492
2017-07-25T00:00:00,1.48,0.486
2017-07-26T00:00:00,1.39,0.472
2017-07-27T00:00:00,1.31,0.457
2017-07-28T00:00:00,1.17,0.443
2017-07-29T00:00:00,1.04,0.429
2017-07-30T00:00:00,0.93,0.414
2017-07-31T00:00:00,0.87,0.399
2017-08-01T00:00:00,0.82,0.385
2017-08-02T00:00:00,0.81,0.378
2017-08-03T00:00:00,0.81,0.373
2017-08-04T00:00:00,0.93,0.58
2017-08-05T00:00:00,2.45,0.731
2017-08-06T00:00:00,3.08,0.767
2017-08-07T00:00:00,2.96,0.787
2017-08-08T00:00:00,2.55,0.79
2017-08-09T00:00:00,1.89,0.778
2017-08-10T00:00:00,1.62,0.76
2017-08-11T00:00:00,1.9,0.742
2017-08-12T00:00:00,1.48,1.391
2017-08-13T00:00:00,4.55,1.7
2017-08-14T00:00:00,7.56,1.738
2017-08-15T00:00:00,7.64,1.733
2017-08-16T00:00:00,6.63,1.73
2017-08-17T00:00:00,5.92,1.726
2017-08-18T00:00:00,5.19,1.72
2017-08-19T00:00:00,4.53,1.714
2017-08-20T00:00:00,3.57,1.706
2017-08-21T00:00:00,2.64,1.697
2017-08-22T00:00:00,2.43,1.698
2017-08-23T00:00:00,1.89,1.692
2017-08-24T00:00:00,2.12,1.677
2017-08-25T00:00:00,1.94,1.658
2017-08-26T00:00:00,1.44,1.654
2017-08-27T00:00:00,1.3,1.642
2017-08-28T00:00:00,1.87,1.619
2017-08-29T00:00:00,1.36,1.591
2017-08-30T00:00:00,1.04,1.56
2017-08-31T00:00:00,0.92,1.527
2017-09-01T00:00:00,0.89,1.493
2017-09-02T00:00:00,0.83,1.46
2017-09-03T00:00:00,0.76,1.425
2017-09-04T00:00:00,0.73,1.391
2017-09-05T00:00:00,0.64,1.357
2017-09-06T00:00:00,0.69,1.323
2017-09-07T00:00:00,0.71,1.29
2017-09-08T00:00:00,0.73,1.272
2017-09-09T00:00:00,0.84,1.364
2017-09-10T00:00:00,1.33,1.401
2017-09-11T00:00:00,1.64,1.378
2017-09-12T00:00:00,2.65,1.511
2017-09-13T00:00:00,3.96,1.688
2017-09-14T00:00:00,5.68,1.758
2017-09-15T00:00:00,11.09,1.761
2017-09-16T00:00:00,14.54,3.566
2017-09-17T00:00:00,14.42,4.193
2017-09-18T00:00:00,13.41,4.201
2017-09-19T00:00:00,11.01,4.209
2017-09-20T00:00:00,10.23,5.917
2017-09-21T00:00:00,8.92,6.726
2017-09-22T00:00:00,8.13,6.963
2017-09-23T00:00:00,7.72,6.896
2017-09-24T00:00:00,7.08,6.741
2017-09-25T00:00:00,6.03,6.613
2017-09-26T00:00:00,5.21,6.481
2017-09-27T00:00:00,4.64,6.324
2017-09-28T00:00:00,4.2,6.144
2017-09-29T00:00:00,3.94,5.955
2017-09-30T00:00:00,3.61,5.787
2017-10-01T00:00:00,3.53,5.668
2017-10-02T00:00:00,3.5,5.561
2017-10-03T00:00:00,3.5,5.804
2017-10-04T00:00:00,4.81,6.026
2017-10-05T00:00:00,7.39,6.016
2017-10-06T00:00:00,9.84,5.903
